"participant_group","dataset","task","difference",".lower",".upper",".width",".point",".interval"
"student - professional","birdstrikes","3. Prediction",4.35681247168051,-6.10779062768469,15.090501401317,0.95,"mean","qi"
"student - professional","birdstrikes","4. Exploration",5.25087428851062,-7.42915495858695,18.072332391074,0.95,"mean","qi"
"student - professional","movies","3. Prediction",5.26530198818267,-7.29706751490915,18.1764269867563,0.95,"mean","qi"
"student - professional","movies","4. Exploration",6.34278149870186,-8.92336362034494,21.6932486630071,0.95,"mean","qi"
"student - professional","birdstrikes","3. Prediction",4.35681247168051,0.816174591134324,7.83627815555757,0.5,"mean","qi"
"student - professional","birdstrikes","4. Exploration",5.25087428851062,1.00090514117299,9.48903339735858,0.5,"mean","qi"
"student - professional","movies","3. Prediction",5.26530198818267,0.976390459470622,9.51614644730913,0.5,"mean","qi"
"student - professional","movies","4. Exploration",6.34278149870186,1.1564600485553,11.4803182272125,0.5,"mean","qi"
