"participant_group","dataset","task","difference",".lower",".upper",".width",".point",".interval"
"Student - Professional","Birdstrikes","3. Prediction",3.84862612472872,-5.01256282695931,12.5701572858471,0.95,"mean","qi"
"Student - Professional","Birdstrikes","4. Exploration",4.57338407710098,-6.11062780382596,15.0639776740188,0.95,"mean","qi"
"Student - Professional","Movies","3. Prediction",4.632092704883,-6.28080852176102,15.0007126369747,0.95,"mean","qi"
"Student - Professional","Movies","4. Exploration",5.50230824027211,-7.45821265768809,18.0391777826747,0.95,"mean","qi"
"Student - Professional","Birdstrikes","3. Prediction",3.84862612472872,0.830611730489411,6.90325297322619,0.5,"mean","qi"
"Student - Professional","Birdstrikes","4. Exploration",4.57338407710098,0.968958274321608,8.1712248980971,0.5,"mean","qi"
"Student - Professional","Movies","3. Prediction",4.632092704883,0.988784640796094,8.27531036892513,0.5,"mean","qi"
"Student - Professional","Movies","4. Exploration",5.50230824027211,1.18815002836011,9.88752234451053,0.5,"mean","qi"
