"oracle","task","difference",".lower",".upper",".width",".point",".interval"
"dziban - compassql","3. Prediction",8.58898838714054,-1.75260736209075,18.5130502866364,0.95,"mean","qi"
"dziban - compassql","4. Exploration",10.22038085829,-1.97138777385734,22.0909511218386,0.95,"mean","qi"
"dziban - compassql","3. Prediction",8.58898838714054,5.35879628347902,11.8843140700403,0.5,"mean","qi"
"dziban - compassql","4. Exploration",10.22038085829,6.35495534312908,14.1519603914758,0.5,"mean","qi"
