"search","oracle","rating",".lower",".upper",".width",".point",".interval"
"bfs","compassql",0.881077380952381,0.535714285714286,1.19642857142857,0.95,"mean","qi"
"bfs","dziban",0.802416666666667,0.482916666666733,1.11666666666667,0.95,"mean","qi"
"dfs","compassql",0.133127777777778,-0.233333333333333,0.5,0.95,"mean","qi"
"dfs","dziban",0.473727777777778,0.1,0.816666666666667,0.95,"mean","qi"
"bfs","compassql",0.881077380952381,0.767857142857143,1,0.5,"mean","qi"
"bfs","dziban",0.802416666666667,0.7,0.916666666666667,0.5,"mean","qi"
"dfs","compassql",0.133127777777778,0.0166666666666667,0.25,0.5,"mean","qi"
"dfs","dziban",0.473727777777778,0.35,0.6,0.5,"mean","qi"
