"x1","x2","x3",".value",".lower",".upper",".width",".point",".interval"
"1. Find Extremum","compassql","bfs",0.644558194453996,0.224433906537707,1.0660640867758,0.95,"mean","qi"
"1. Find Extremum","compassql","dfs",-0.149781912005854,-0.574226232399651,0.282176987833639,0.95,"mean","qi"
"1. Find Extremum","dziban","bfs",0.72889072408002,0.294872306761628,1.16339653624777,0.95,"mean","qi"
"1. Find Extremum","dziban","dfs",0.278203054048385,-0.190383921145782,0.74218150966144,0.95,"mean","qi"
"2. Retrieve Value","compassql","bfs",1.01547495702228,0.536396147455556,1.48739467432878,0.95,"mean","qi"
"2. Retrieve Value","compassql","dfs",0.268357466604898,-0.191502303089471,0.75348296067704,0.95,"mean","qi"
"2. Retrieve Value","dziban","bfs",0.634375699317875,0.152687330294687,1.10289892854638,0.95,"mean","qi"
"2. Retrieve Value","dziban","dfs",0.323608413584026,-0.178760676193694,0.811425396958788,0.95,"mean","qi"
"3. Prediction","compassql","bfs",0.968196702176628,0.494961726736156,1.45241632177983,0.95,"mean","qi"
"3. Prediction","compassql","dfs",0.203968765575795,-0.269521166546228,0.682324622588246,0.95,"mean","qi"
"3. Prediction","dziban","bfs",0.93837621468733,0.463349455326143,1.40829499241695,0.95,"mean","qi"
"3. Prediction","dziban","dfs",0.585876460087839,0.105842024881952,1.07887102353926,0.95,"mean","qi"
"4. Exploration","compassql","bfs",1.00392995900729,0.531704361700141,1.46963401393687,0.95,"mean","qi"
"4. Exploration","compassql","dfs",0.21658800951911,-0.255113725574879,0.697083143503053,0.95,"mean","qi"
"4. Exploration","dziban","bfs",0.83791009585919,0.356545260730028,1.32830323176331,0.95,"mean","qi"
"4. Exploration","dziban","dfs",0.713358799746022,0.205116525517479,1.23224615586709,0.95,"mean","qi"
"1. Find Extremum","compassql","bfs",0.644558194453996,0.500793248631612,0.788586960973203,0.5,"mean","qi"
"1. Find Extremum","compassql","dfs",-0.149781912005854,-0.298447444849474,0.00133408590571396,0.5,"mean","qi"
"1. Find Extremum","dziban","bfs",0.72889072408002,0.572525613861223,0.886649749432927,0.5,"mean","qi"
"1. Find Extremum","dziban","dfs",0.278203054048385,0.115541128478991,0.438637543341485,0.5,"mean","qi"
"2. Retrieve Value","compassql","bfs",1.01547495702228,0.856777619528297,1.17722439976423,0.5,"mean","qi"
"2. Retrieve Value","compassql","dfs",0.268357466604898,0.105624257124555,0.434156088246192,0.5,"mean","qi"
"2. Retrieve Value","dziban","bfs",0.634375699317875,0.466275238947157,0.798822897504357,0.5,"mean","qi"
"2. Retrieve Value","dziban","dfs",0.323608413584026,0.155120185474355,0.489405030745843,0.5,"mean","qi"
"3. Prediction","compassql","bfs",0.968196702176628,0.80274848738107,1.13401059054471,0.5,"mean","qi"
"3. Prediction","compassql","dfs",0.203968765575795,0.0363316773941291,0.372232301425467,0.5,"mean","qi"
"3. Prediction","dziban","bfs",0.93837621468733,0.774022189366491,1.10337701635006,0.5,"mean","qi"
"3. Prediction","dziban","dfs",0.585876460087839,0.4194176337388,0.751639336448631,0.5,"mean","qi"
"4. Exploration","compassql","bfs",1.00392995900729,0.842178396379851,1.1711913085461,0.5,"mean","qi"
"4. Exploration","compassql","dfs",0.21658800951911,0.0529587233120063,0.382648576206039,0.5,"mean","qi"
"4. Exploration","dziban","bfs",0.83791009585919,0.669454632055975,1.00342046404622,0.5,"mean","qi"
"4. Exploration","dziban","dfs",0.713358799746022,0.544930903143004,0.888273917026296,0.5,"mean","qi"
