"x1","x2","x3",".value",".lower",".upper",".width",".point",".interval"
"2. Retrieve Value","movies","dziban_dfs",1.37105360073227,1.19168748763134,1.54987163509858,0.5,"mean","qi"
"3. Prediction","birdstrikes","compassql_bfs",0.986144693907592,0.823023696880265,1.15097695383946,0.5,"mean","qi"
"3. Prediction","birdstrikes","compassql_dfs",1.00724442557902,0.824798819661142,1.18660779437898,0.5,"mean","qi"
"3. Prediction","birdstrikes","dziban_bfs",1.00846540541421,0.830965139836131,1.18323447051471,0.5,"mean","qi"
"3. Prediction","birdstrikes","dziban_dfs",1.25203875847043,1.07162584856386,1.4295325819326,0.5,"mean","qi"
"3. Prediction","movies","compassql_bfs",0.737938292818327,0.56198515166329,0.9145316165221,0.5,"mean","qi"
"3. Prediction","movies","compassql_dfs",0.727127140756112,0.554249159707914,0.902621847991024,0.5,"mean","qi"
"3. Prediction","movies","dziban_bfs",0.756336595167798,0.590066700796796,0.929744258274075,0.5,"mean","qi"
"3. Prediction","movies","dziban_dfs",1.26336305724251,1.08604687285695,1.43919348498103,0.5,"mean","qi"
"4. Exploration","birdstrikes","compassql_bfs",1.12935341038206,0.974671863844216,1.28460044773778,0.5,"mean","qi"
"4. Exploration","birdstrikes","compassql_dfs",0.893908120632906,0.712129109995933,1.06862330212823,0.5,"mean","qi"
"4. Exploration","birdstrikes","dziban_bfs",1.50864849462914,1.32193410412952,1.69277784523171,0.5,"mean","qi"
"4. Exploration","birdstrikes","dziban_dfs",1.14042800373209,0.957558517403286,1.33175325188568,0.5,"mean","qi"
"4. Exploration","movies","compassql_bfs",1.13721319484512,0.969006112870422,1.30942047594597,0.5,"mean","qi"
"4. Exploration","movies","compassql_dfs",1.0969862799877,0.926949056352178,1.27157503771577,0.5,"mean","qi"
"4. Exploration","movies","dziban_bfs",1.0408630519958,0.866026347109221,1.21833598148452,0.5,"mean","qi"
"4. Exploration","movies","dziban_dfs",1.49010075734097,1.32076343597961,1.6648100684497,0.5,"mean","qi"
