"x1","x2","x3",".value",".lower",".upper",".width",".point",".interval"
"Focused","compassql","bfs",0.50264633056769,0.122347839329138,0.880031229389432,0.95,"mean","qi"
"Focused","compassql","dfs",-0.25006866722478,-0.624728111339938,0.122648905377607,0.95,"mean","qi"
"Focused","dziban","bfs",0.393264648848326,0.0082435890345848,0.813909659380138,0.95,"mean","qi"
"Focused","dziban","dfs",0.158587507373698,-0.248634809916874,0.537994208191834,0.95,"mean","qi"
"Open-Ended","compassql","bfs",0.644780068673876,0.249529387673235,1.04239656283636,0.95,"mean","qi"
"Open-Ended","compassql","dfs",0.0422961901666916,-0.357860329210109,0.439739858649796,0.95,"mean","qi"
"Open-Ended","dziban","bfs",0.961270736109019,0.567168411612612,1.36715109097811,0.95,"mean","qi"
"Open-Ended","dziban","dfs",0.54396875210972,0.127362362713448,0.960041254619645,0.95,"mean","qi"
"Focused","compassql","bfs",0.50264633056769,0.37384289711752,0.629127742260447,0.5,"mean","qi"
"Focused","compassql","dfs",-0.25006866722478,-0.381606771245342,-0.118846610355831,0.5,"mean","qi"
"Focused","dziban","bfs",0.393264648848326,0.259263632147262,0.524742266280222,0.5,"mean","qi"
"Focused","dziban","dfs",0.158587507373698,0.0204296528793836,0.303364085338634,0.5,"mean","qi"
"Open-Ended","compassql","bfs",0.644780068673876,0.510183727285463,0.778979188346901,0.5,"mean","qi"
"Open-Ended","compassql","dfs",0.0422961901666916,-0.0925271885948504,0.175033677528203,0.5,"mean","qi"
"Open-Ended","dziban","bfs",0.961270736109019,0.81826794928804,1.10041067189551,0.5,"mean","qi"
"Open-Ended","dziban","dfs",0.54396875210972,0.401368398716846,0.686615820753919,0.5,"mean","qi"
