"x1","x2","x3",".value",".lower",".upper",".width",".point",".interval"
"2. Retrieve Value","movies","dziban_bfs",-0.0504048292654983,-0.330126326436674,0.223064074397376,0.5,"mean","qi"
"2. Retrieve Value","movies","dziban_dfs",0.615539749349463,0.344443300040969,0.887346810242309,0.5,"mean","qi"
"3. Prediction","birdstrikes","compassql_bfs",0.529375323007328,0.297320211725366,0.764963838697177,0.5,"mean","qi"
"3. Prediction","birdstrikes","compassql_dfs",-0.377155860004367,-0.648577545951988,-0.109158844938673,0.5,"mean","qi"
"3. Prediction","birdstrikes","dziban_bfs",0.865736568853693,0.601521464288499,1.14168029302073,0.5,"mean","qi"
"3. Prediction","birdstrikes","dziban_dfs",0.161136874233841,-0.0972545704358711,0.430004916402119,0.5,"mean","qi"
"3. Prediction","movies","compassql_bfs",0.630866563957225,0.375780666080592,0.89099150552475,0.5,"mean","qi"
"3. Prediction","movies","compassql_dfs",0.461285547188035,0.186160347665089,0.730241980790296,0.5,"mean","qi"
"3. Prediction","movies","dziban_bfs",0.842425875968293,0.571110731299838,1.100561308817,0.5,"mean","qi"
"3. Prediction","movies","dziban_dfs",0.725354056100355,0.447683483883318,1.00499987114583,0.5,"mean","qi"
"4. Exploration","birdstrikes","compassql_bfs",0.781071974329371,0.553888846767822,1.00755670454681,0.5,"mean","qi"
"4. Exploration","birdstrikes","compassql_dfs",0.273929450002906,0.00230173134738577,0.531597636654147,0.5,"mean","qi"
"4. Exploration","birdstrikes","dziban_bfs",0.947078704355829,0.675238276312882,1.22824175790753,0.5,"mean","qi"
"4. Exploration","birdstrikes","dziban_dfs",0.251547187161257,-0.0248546356996687,0.525367809310417,0.5,"mean","qi"
"4. Exploration","movies","compassql_bfs",0.785897665741158,0.524576428914579,1.05300519340982,0.5,"mean","qi"
"4. Exploration","movies","compassql_dfs",0.431966670403965,0.149953603107671,0.715657033271921,0.5,"mean","qi"
"4. Exploration","movies","dziban_bfs",1.04078070429174,0.767527310394502,1.321734363047,0.5,"mean","qi"
"4. Exploration","movies","dziban_dfs",0.938386648858723,0.655402617989937,1.21668601064162,0.5,"mean","qi"
