"x1","x2","x3",".value",".lower",".upper",".width",".point",".interval"
"Focused","compassql","bfs",1.24397163583195,0.966051045072442,1.52280412030344,0.95,"mean","qi"
"Focused","compassql","dfs",1.22657554983288,0.967992505236427,1.49727833406855,0.95,"mean","qi"
"Focused","dziban","bfs",1.45598827267784,1.1980411914205,1.70878914439566,0.95,"mean","qi"
"Focused","dziban","dfs",1.26803521444763,1.00357617824886,1.52143505647536,0.95,"mean","qi"
"Open-Ended","compassql","bfs",0.689555461449384,0.421149823668401,0.952064374388749,0.95,"mean","qi"
"Open-Ended","compassql","dfs",0.902155071385961,0.625446344747617,1.17286013371519,0.95,"mean","qi"
"Open-Ended","dziban","bfs",0.967631701751282,0.705015041493379,1.23504343538042,0.95,"mean","qi"
"Open-Ended","dziban","dfs",1.16347613991421,0.896921671002384,1.43973997861207,0.95,"mean","qi"
"Focused","compassql","bfs",1.24397163583195,1.14866721978525,1.3376812966352,0.5,"mean","qi"
"Focused","compassql","dfs",1.22657554983288,1.13504935776951,1.31758788273935,0.5,"mean","qi"
"Focused","dziban","bfs",1.45598827267784,1.36554204451563,1.54690373955371,0.5,"mean","qi"
"Focused","dziban","dfs",1.26803521444763,1.18144703089591,1.35709555936546,0.5,"mean","qi"
"Open-Ended","compassql","bfs",0.689555461449384,0.597447581390209,0.783811469475743,0.5,"mean","qi"
"Open-Ended","compassql","dfs",0.902155071385961,0.808023348071916,0.998281262727186,0.5,"mean","qi"
"Open-Ended","dziban","bfs",0.967631701751282,0.877009517183276,1.06036237925992,0.5,"mean","qi"
"Open-Ended","dziban","dfs",1.16347613991421,1.07280390091545,1.25689115310168,0.5,"mean","qi"
