"search","task","difference",".lower",".upper",".width",".point",".interval"
"bfs - dfs","3. Prediction",1.0593770617083,-3.12632249477639,5.25777350036853,0.95,"mean","qi"
"bfs - dfs","4. Exploration",1.17068646181747,-3.43700828683806,5.75711312758443,0.95,"mean","qi"
"bfs - dfs","3. Prediction",1.0593770617083,-0.396449372586032,2.47917428426902,0.5,"mean","qi"
"bfs - dfs","4. Exploration",1.17068646181747,-0.434581564581293,2.76153799964696,0.5,"mean","qi"
