"search","dataset","task","difference",".lower",".upper",".width",".point",".interval"
"bfs - dfs","birdstrikes","3. Prediction",0.971077945598877,-2.84917417983291,4.84096362884524,0.95,"mean","qi"
"bfs - dfs","birdstrikes","4. Exploration",1.07308047537047,-3.09832305201963,5.37900567681981,0.95,"mean","qi"
"bfs - dfs","movies","3. Prediction",1.14767617781772,-3.36240248038739,5.70728314129384,0.95,"mean","qi"
"bfs - dfs","movies","4. Exploration",1.26829244826448,-3.69477043288303,6.2753261203414,0.95,"mean","qi"
"bfs - dfs","birdstrikes","3. Prediction",0.971077945598877,-0.359687464664328,2.26494093213661,0.5,"mean","qi"
"bfs - dfs","birdstrikes","4. Exploration",1.07308047537047,-0.394979614595385,2.50365973006432,0.5,"mean","qi"
"bfs - dfs","movies","3. Prediction",1.14767617781772,-0.436465233228859,2.69202473549389,0.5,"mean","qi"
"bfs - dfs","movies","4. Exploration",1.26829244826448,-0.480197268893572,3.01259437310927,0.5,"mean","qi"
