"search","oracle","rating",".lower",".upper",".width",".point",".interval"
"bfs","compassql",0.882232142857143,0.535714285714286,1.17857142857143,0.95,"mean","qi"
"bfs","dziban",0.798355555555556,0.45,1.1,0.95,"mean","qi"
"dfs","compassql",0.129877777777778,-0.233333333333333,0.483333333333333,0.95,"mean","qi"
"dfs","dziban",0.462972222222222,0.116666666666667,0.8,0.95,"mean","qi"
"bfs","compassql",0.882232142857143,0.785714285714286,1,0.5,"mean","qi"
"bfs","dziban",0.798355555555556,0.7,0.916666666666667,0.5,"mean","qi"
"dfs","compassql",0.129877777777778,0,0.25,0.5,"mean","qi"
"dfs","dziban",0.462972222222222,0.35,0.583333333333333,0.5,"mean","qi"
