"participant_id","dataset","oracle","search","task","completion_time","condition","task_type",".row","exp(.value)",".lower",".upper",".width",".point",".interval"
43,"movies","dziban","bfs","4. Exploration",378.74,"dziban_bfs","Open-Ended",147,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
43,"movies","dziban","bfs","4. Exploration",493.578,"dziban_bfs","Open-Ended",148,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
44,"movies","dziban","bfs","4. Exploration",308.046,"dziban_bfs","Focused",150,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
44,"movies","dziban","bfs","4. Exploration",378.562,"dziban_bfs","Focused",149,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
44,"movies","dziban","bfs","4. Exploration",807.027,"dziban_bfs","Open-Ended",152,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
44,"movies","dziban","bfs","4. Exploration",847.375,"dziban_bfs","Open-Ended",151,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
45,"movies","compassql","dfs","4. Exploration",169.317,"compassql_dfs","Focused",153,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
45,"movies","compassql","dfs","4. Exploration",352.708,"compassql_dfs","Focused",154,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
45,"movies","compassql","dfs","4. Exploration",434.847,"compassql_dfs","Open-Ended",156,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
45,"movies","compassql","dfs","4. Exploration",730.911,"compassql_dfs","Open-Ended",155,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
46,"movies","dziban","dfs","4. Exploration",87.353,"dziban_dfs","Focused",158,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
46,"movies","dziban","dfs","4. Exploration",127.562,"dziban_dfs","Focused",157,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
46,"movies","dziban","dfs","4. Exploration",595.914,"dziban_dfs","Open-Ended",159,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
46,"movies","dziban","dfs","4. Exploration",597.168,"dziban_dfs","Open-Ended",160,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
47,"movies","dziban","bfs","4. Exploration",164.61,"dziban_bfs","Focused",162,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
47,"movies","dziban","bfs","4. Exploration",287.882,"dziban_bfs","Focused",161,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
47,"movies","dziban","bfs","4. Exploration",473.256,"dziban_bfs","Open-Ended",163,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
47,"movies","dziban","bfs","4. Exploration",802.248,"dziban_bfs","Open-Ended",164,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
48,"birdstrikes","compassql","bfs","4. Exploration",156.766,"compassql_bfs","Focused",165,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
48,"birdstrikes","compassql","bfs","4. Exploration",213.068,"compassql_bfs","Focused",166,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
48,"birdstrikes","compassql","bfs","4. Exploration",560.507,"compassql_bfs","Open-Ended",168,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
48,"birdstrikes","compassql","bfs","4. Exploration",614.957,"compassql_bfs","Open-Ended",167,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
49,"birdstrikes","compassql","bfs","4. Exploration",193.396,"compassql_bfs","Focused",170,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
49,"birdstrikes","compassql","bfs","4. Exploration",289.783,"compassql_bfs","Open-Ended",171,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
49,"birdstrikes","compassql","bfs","4. Exploration",343.252,"compassql_bfs","Focused",169,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
49,"birdstrikes","compassql","bfs","4. Exploration",617.956,"compassql_bfs","Open-Ended",172,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
50,"birdstrikes","compassql","dfs","4. Exploration",172.199,"compassql_dfs","Focused",178,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
50,"birdstrikes","compassql","dfs","4. Exploration",523.348,"compassql_dfs","Open-Ended",180,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
50,"birdstrikes","compassql","dfs","4. Exploration",732.418,"compassql_dfs","Open-Ended",179,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
50,"birdstrikes","compassql","dfs","4. Exploration",733.951,"compassql_dfs","Focused",177,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
51,"movies","dziban","dfs","4. Exploration",146.532,"dziban_dfs","Focused",181,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
51,"movies","dziban","dfs","4. Exploration",170.892,"dziban_dfs","Focused",182,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
51,"movies","dziban","dfs","4. Exploration",348.954,"dziban_dfs","Open-Ended",183,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
51,"movies","dziban","dfs","4. Exploration",440.702,"dziban_dfs","Open-Ended",184,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
52,"birdstrikes","dziban","bfs","4. Exploration",380.652,"dziban_bfs","Focused",186,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
52,"birdstrikes","dziban","bfs","4. Exploration",417.279,"dziban_bfs","Focused",185,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
52,"birdstrikes","dziban","bfs","4. Exploration",548.394,"dziban_bfs","Open-Ended",188,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
52,"birdstrikes","dziban","bfs","4. Exploration",780.384,"dziban_bfs","Open-Ended",187,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
53,"movies","dziban","dfs","4. Exploration",131.91,"dziban_dfs","Focused",189,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
53,"movies","dziban","dfs","4. Exploration",212.66,"dziban_dfs","Focused",190,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
53,"movies","dziban","dfs","4. Exploration",641.783,"dziban_dfs","Open-Ended",192,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
53,"movies","dziban","dfs","4. Exploration",664.562,"dziban_dfs","Open-Ended",191,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
54,"movies","dziban","dfs","4. Exploration",131.425,"dziban_dfs","Focused",193,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
54,"movies","dziban","dfs","4. Exploration",536.05,"dziban_dfs","Focused",194,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
54,"movies","dziban","dfs","4. Exploration",927.655,"dziban_dfs","Open-Ended",196,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
54,"movies","dziban","dfs","4. Exploration",1440.465,"dziban_dfs","Open-Ended",195,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
55,"movies","compassql","dfs","4. Exploration",154.328,"compassql_dfs","Focused",198,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
55,"movies","compassql","dfs","4. Exploration",180.368,"compassql_dfs","Focused",197,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
55,"movies","compassql","dfs","4. Exploration",410.176,"compassql_dfs","Open-Ended",200,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
55,"movies","compassql","dfs","4. Exploration",1061.322,"compassql_dfs","Open-Ended",199,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
56,"movies","dziban","dfs","4. Exploration",173.295,"dziban_dfs","Focused",201,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
56,"movies","dziban","dfs","4. Exploration",225.553,"dziban_dfs","Focused",202,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
56,"movies","dziban","dfs","4. Exploration",665.856,"dziban_dfs","Open-Ended",203,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
56,"movies","dziban","dfs","4. Exploration",751.604,"dziban_dfs","Open-Ended",204,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
57,"birdstrikes","dziban","dfs","4. Exploration",214.771,"dziban_dfs","Focused",205,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
57,"birdstrikes","dziban","dfs","4. Exploration",243.737,"dziban_dfs","Focused",206,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
57,"birdstrikes","dziban","dfs","4. Exploration",689.81,"dziban_dfs","Open-Ended",207,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
57,"birdstrikes","dziban","dfs","4. Exploration",794.259,"dziban_dfs","Open-Ended",208,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
58,"birdstrikes","dziban","bfs","4. Exploration",199.194,"dziban_bfs","Focused",210,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
58,"birdstrikes","dziban","bfs","4. Exploration",311.761,"dziban_bfs","Focused",209,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
58,"birdstrikes","dziban","bfs","4. Exploration",782.013,"dziban_bfs","Open-Ended",212,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
58,"birdstrikes","dziban","bfs","4. Exploration",1055.394,"dziban_bfs","Open-Ended",211,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
59,"movies","compassql","bfs","4. Exploration",118.083,"compassql_bfs","Focused",213,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
59,"movies","compassql","bfs","4. Exploration",125.868,"compassql_bfs","Focused",214,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
59,"movies","compassql","bfs","4. Exploration",541.348,"compassql_bfs","Open-Ended",216,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
59,"movies","compassql","bfs","4. Exploration",581.608,"compassql_bfs","Open-Ended",215,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
